   0.1000000000000000E-05   0.2189036833979284E+04   0.1096299624103150E+04   0.5880976428095064E+04   0.1901777928895673E+00   0.2523017841217579E-01   0.1323887989989840E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.3000007313663124E+03  -0.3797887036750989E-05   0.1206741868442641E-04  -0.1527707060492097E-12   0.3000008103480240E+03  -0.3797886812257231E-05
   0.2000000000000000E-05   0.2189218440893567E+04   0.1096502199739647E+04   0.5881102849761329E+04   0.1901777120550474E+00   0.2525327360013954E-01   0.1323885817952715E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.6000011556680379E+03  -0.7644883357526648E-05   0.2429077779745611E-04  -0.3095166964228360E-12   0.6000014728797513E+03  -0.7644884932170926E-05
   0.3000000000000000E-05   0.2189400047737094E+04   0.1096704775349950E+04   0.5881229271216156E+04   0.1901776302314541E+00   0.2527636333323161E-01   0.1323883619474006E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.9000012691513665E+03  -0.1154158983032179E-04   0.3667198409093217E-04  -0.4703385978742077E-12   0.9000019857876688E+03  -0.1154159530517173E-04
   0.4000000000000000E-05   0.2189581654508993E+04   0.1096907350933730E+04   0.5881355692456976E+04   0.1901775474074548E+00   0.2529944760697406E-01   0.1323881394252494E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1200001068019526E+04  -0.1548861420586960E-04   0.4921296614522908E-04  -0.6353395088914602E-12   0.1200002347243569E+04  -0.1548862576165208E-04
   0.5000000000000000E-05   0.2189763261208390E+04   0.1097109926490657E+04   0.5881482113481186E+04   0.1901774635715979E+00   0.2532252641682657E-01   0.1323879141983794E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1500000548432326E+04  -0.1948657119027662E-04   0.6191567459954363E-04  -0.8046250584369950E-12   0.1500002555398330E+04  -0.1948659108965765E-04
   0.5999999999999999E-05   0.2189944867834400E+04   0.1097312502020399E+04   0.5881608534286154E+04   0.1901773787123103E+00   0.2534559975818540E-01   0.1323876862360336E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1799999706505706E+04  -0.2353608251834482E-04   0.7478208238436577E-04  -0.9783034660323976E-12   0.1800002608381698E+04  -0.2353611310826738E-04
   0.6999999999999999E-05   0.2190126474386124E+04   0.1097515077522617E+04   0.5881734954869225E+04   0.1901772928178975E+00   0.2536866762638276E-01   0.1323874555071329E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2099998538311266E+04  -0.2763777702758726E-04   0.8781418495614992E-04  -0.1156485603218448E-11   0.2100002504302062E+04  -0.2763782074166835E-04
   0.8000000000000000E-05   0.2190308080862659E+04   0.1097717652996971E+04   0.5881861375227701E+04   0.1901772058765414E+00   0.2539173001668681E-01   0.1323872219802727E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2399997039875810E+04  -0.3179229073294188E-04   0.1010140005342010E-03  -0.1339285056420327E-11   0.2400002241246230E+04  -0.3179235009393019E-04
   0.9000000000000000E-05   0.2190489687263087E+04   0.1097920228443116E+04   0.5881987795358864E+04   0.1901771178763000E+00   0.2541478692429999E-01   0.1323869856237210E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2699995207180864E+04  -0.3600026690218950E-04   0.1143835703397953E-03  -0.1526818191248878E-11   0.2700001817279204E+04  -0.3600034452448517E-04
   0.1000000000000000E-04   0.2190671293586479E+04   0.1098122803860701E+04   0.5882114215259961E+04   0.1901770288051057E+00   0.2543783834435942E-01   0.1323867464054143E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2999993036162213E+04  -0.4026235613208194E-04   0.1279249588375538E-03  -0.1719204218269399E-11   0.3000001230443947E+04  -0.4026245472431980E-04
