   0.1000000000000000E-05   0.2189032856710398E+04   0.1096287267685165E+04   0.5880999220283436E+04   0.1860127663767692E+00   0.2964313636781694E-01   0.1562565129368650E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.3000007706427982E+03  -0.3721259195280867E-05   0.1195902564260867E-04  -0.1483441235124258E-12   0.3000008557465273E+03  -0.3721259331517947E-05
   0.2000000000000000E-05   0.2189210486357157E+04   0.1096477486904674E+04   0.5881148434141358E+04   0.1860126857848276E+00   0.2966313303119414E-01   0.1562562963989675E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.6000012109562758E+03  -0.7494629803915439E-05   0.2408537499217541E-04  -0.3008703882459703E-12   0.6000015528693898E+03  -0.7494632225334908E-05
   0.3000000000000000E-05   0.2189388115934463E+04   0.1096667706098973E+04   0.5881297647790960E+04   0.1860126041261260E+00   0.2968312499667114E-01   0.1562560770070821E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.9000013165720977E+03  -0.1132080176936687E-04   0.3638126137510445E-04  -0.4576934388169983E-12   0.9000020892702398E+03  -0.1132080871381882E-04
   0.4000000000000000E-05   0.2189565745441396E+04   0.1096857925267721E+04   0.5881446861229496E+04   0.1860125213874554E+00   0.2970311225860492E-01   0.1562558547260399E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1200001083067899E+04  -0.1520047357879361E-04   0.4884892550211365E-04  -0.6189309680677146E-12   0.1200002462824765E+04  -0.1520048737579449E-04
   0.5000000000000000E-05   0.2189743374877027E+04   0.1097048144410577E+04   0.5881596074454192E+04   0.1860124375554564E+00   0.2972309481127435E-01   0.1562556295202733E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1500000505966670E+04  -0.1913435236040632E-04   0.6149063578008847E-04  -0.7847037954375916E-12   0.1500002671382392E+04  -0.1913437543397637E-04
   0.5999999999999999E-05   0.2189921004240413E+04   0.1097238363527191E+04   0.5881745287462234E+04   0.1860123526166174E+00   0.2974307264887895E-01   0.1562554013538120E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.1799999580736133E+04  -0.2312315398181952E-04   0.7430868862712369E-04  -0.9551359472760062E-12   0.1800002712765989E+04  -0.2312318885339824E-04
   0.6999999999999999E-05   0.2190098633530597E+04   0.1097428582617210E+04   0.5881894500250777E+04   0.1860122665572729E+00   0.2976304576553851E-01   0.1562551701902791E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2099998302788118E+04  -0.2716760314940482E-04   0.8730540879077360E-04  -0.1130354739142003E-11   0.2100002584771564E+04  -0.2716765244084617E-04
   0.8000000000000000E-05   0.2190276262746611E+04   0.1097618801680279E+04   0.5882043712816942E+04   0.1860121793636025E+00   0.2978301415529207E-01   0.1562549359928867E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2399996667477926E+04  -0.3126843350865465E-04   0.1004831496695408E-03  -0.1310490860138372E-11   0.2400002285167957E+04  -0.3126849994530425E-04
   0.9000000000000000E-05   0.2190453891887482E+04   0.1097809020716037E+04   0.5882192925157809E+04   0.1860120910216288E+00   0.2980297781209741E-01   0.1562546987244313E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2699994670103690E+04  -0.3542638774556596E-04   0.1138442936376330E-03  -0.1495678459328275E-11   0.2700001811696537E+04  -0.3542647415942227E-04
   0.1000000000000000E-04   0.2190631520952215E+04   0.1097999239724116E+04   0.5882342137270429E+04   0.1860120015172160E+00   0.2982293672982957E-01   0.1562544583472910E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.2999992305905725E+04  -0.3964221768905207E-04   0.1273912523730141E-03  -0.1686055234283678E-11   0.3000001162070886E+04  -0.3964232702201364E-04
   0.1100000000000000E-04   0.2190809149939812E+04   0.1098189458704149E+04   0.5882491349151810E+04   0.1860119108360682E+00   0.2984289090228079E-01   0.1562542148234197E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.3299989570065880E+04  -0.4391668441439104E-04   0.1411264671887780E-03  -0.1881762521815939E-11   0.3300000333976486E+04  -0.4391681972159212E-04
   0.1200000000000000E-04   0.2190986778849253E+04   0.1098379677655759E+04   0.5882640560798931E+04   0.1860118189637281E+00   0.2986284032315889E-01   0.1562539681143440E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.3599986457706873E+04  -0.4825055834772066E-04   0.1550524093678752E-03  -0.2082945390940186E-11   0.3599999325070406E+04  -0.4825072280095732E-04
   0.1300000000000000E-04   0.2191164407679514E+04   0.1098569896578566E+04   0.5882789772208728E+04   0.1860117258855747E+00   0.2988278498608707E-01   0.1562537181811581E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.3899982963891625E+04  -0.5264461937158770E-04   0.1691715805012189E-03  -0.2289752738126072E-11   0.3899998132980973E+04  -0.5264481626283679E-04
   0.1400000000000000E-04   0.2191342036429554E+04   0.1098760115472189E+04   0.5882938983378104E+04   0.1860116315868226E+00   0.2990272488460270E-01   0.1562534649845201E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.4199979083622590E+04  -0.5709965693156097E-04   0.1834865128292002E-03  -0.2502337384888809E-11   0.4199996755307455E+04  -0.5709988967659424E-04
   0.1500000000000000E-04   0.2191519665098320E+04   0.1098950334336235E+04   0.5883088194303919E+04   0.1860115360525193E+00   0.2992266001215647E-01   0.1562532084846472E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.4499974811841069E+04  -0.6161647014391839E-04   0.1979997695866455E-03  -0.2720856177775703E-11   0.4499995189619733E+04  -0.6161674228601416E-04
   0.1600000000000000E-04   0.2191697293684750E+04   0.1099140553170315E+04   0.5883237404982999E+04   0.1860114392675443E+00   0.2994259036211169E-01   0.1562529486413114E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.4799970143426527E+04  -0.6619586790441412E-04   0.2127139453512358E-03  -0.2945470090804186E-11   0.4799993433457966E+04  -0.6619618311816901E-04
   0.1700000000000000E-04   0.2191874922187761E+04   0.1099330771974025E+04   0.5883386615412132E+04   0.1860113412166072E+00   0.2996251592774292E-01   0.1562526854138353E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.5099965073195898E+04  -0.7083866899813817E-04   0.2276316663954279E-03  -0.3176344330409247E-11   0.5099991484332261E+04  -0.7083903109338132E-04
   0.1800000000000000E-04   0.2192052550606260E+04   0.1099520990746964E+04   0.5883535825588062E+04   0.1860112418842456E+00   0.2998243670223574E-01   0.1562524187610871E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.5399959595902885E+04  -0.7554570221047627E-04   0.2427555910419014E-03  -0.3413648442958983E-11   0.5399989339722338E+04  -0.7554611513628870E-04
   0.1900000000000000E-04   0.2192230178939149E+04   0.1099711209488724E+04   0.5883685035507498E+04   0.1860111412548239E+00   0.3000235267868559E-01   0.1562521486414766E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.5699953706237247E+04  -0.8031780643917802E-04   0.2580884100225598E-03  -0.3657556424898313E-11   0.5699986997077182E+04  -0.8031827428801971E-04
