   0.1500000000000000E+07   0.9797800000007732E-01
   0.1750000000000000E+07   0.1422290000001216E+00
   0.1875000000000000E+07   0.2028340000001822E+00
   0.1937500000000000E+07   0.1005630000000799E+00
   0.1968750000000000E+07   0.3130000000000011E-03
   0.1984375000000000E+07   0.7404600000005339E-01
